supplier,code,stock,stock_calculation,timestamp
BGA,AG6471,13,10,2024-07-30 10:58:57
BGA,AG6473,0,0,2024-07-30 10:58:57
BGA,AG6847,407,10,2024-07-30 10:58:57
BGA,AG7500,250,10,2024-07-30 10:58:57
BGA,AG7502,106,10,2024-07-30 10:58:57
BGA,AG7505,0,0,2024-07-30 10:58:57
BGA,AG7524,1,1,2024-07-30 10:58:57
BGA,AG7685,28,10,2024-07-30 10:58:57
BGA,AG7755,0,0,2024-07-30 10:58:57
BGA,AG7910,40,10,2024-07-30 10:58:57
BGA,AG8455,68,10,2024-07-30 10:58:57
BGA,AG8898,26,10,2024-07-30 10:58:57
BGA,AG9201,0,0,2024-07-30 10:58:57
BGA,AG9203,36,10,2024-07-30 10:58:57
BGA,AG9230,7,7,2024-07-30 10:58:57
BGA,AG9277,1,1,2024-07-30 10:58:57
BGA,AG9446,826,10,2024-07-30 10:58:57
BGA,AG9447,136,10,2024-07-30 10:58:57
BGA,AG9600K,877,10,2024-07-30 10:58:57
BGA,AG9950,146,10,2024-07-30 10:58:57
BGA,AH0105,57,10,2024-07-30 10:58:57
BGA,AH0111,0,0,2024-07-30 10:58:57
BGA,AH0120,29,10,2024-07-30 10:58:57
BGA,AH0121,4,4,2024-07-30 10:58:57
BGA,AH0122,0,0,2024-07-30 10:58:57
BGA,AH0124,79,10,2024-07-30 10:58:57
BGA,AH0125,41,10,2024-07-30 10:58:57
BGA,BGSILC,11225,10,2024-07-30 10:58:57
BGA,BK0074,0,0,2024-07-30 10:58:57
BGA,BK0100,79,10,2024-07-30 10:58:57
BGA,BK0101,216,10,2024-07-30 10:58:57
BGA,BK0102,276,10,2024-07-30 10:58:57
BGA,BK0103,13,10,2024-07-30 10:58:57
BGA,BK0104,43,10,2024-07-30 10:58:57
BGA,BK0105,151,10,2024-07-30 10:58:57
BGA,BK0131,37,10,2024-07-30 10:58:57
BGA,BK0133,10,10,2024-07-30 10:58:57
BGA,BK0135,332,10,2024-07-30 10:58:57
BGA,BK0136,236,10,2024-07-30 10:58:57
BGA,BK0137,144,10,2024-07-30 10:58:57
BGA,BK0145,558,10,2024-07-30 10:58:57
BGA,BK0160,169,10,2024-07-30 10:58:57
BGA,BK0170,553,10,2024-07-30 10:58:57
BGA,BK0181,74,10,2024-07-30 10:58:57
BGA,BK0202,66,10,2024-07-30 10:58:57
BGA,BK0902,201,10,2024-07-30 10:58:57
BGA,BK0904,92,10,2024-07-30 10:58:57
BGA,BK0910,0,0,2024-07-30 10:58:57
BGA,BK0912,0,0,2024-07-30 10:58:57
BGA,BK1202,344,10,2024-07-30 10:58:57
BGA,BK1313,148,10,2024-07-30 10:58:57
BGA,BK1315,73,10,2024-07-30 10:58:57
BGA,BK1318,93,10,2024-07-30 10:58:57
BGA,BK1375,6,6,2024-07-30 10:58:57
BGA,BK1398,8,8,2024-07-30 10:58:57
BGA,BK1402,58,10,2024-07-30 10:58:57
BGA,BK1405,248,10,2024-07-30 10:58:57
BGA,BK2200,0,0,2024-07-30 10:58:57
BGA,BK2300,0,0,2024-07-30 10:58:57
BGA,BK2302,53,10,2024-07-30 10:58:57
BGA,BK2303,71,10,2024-07-30 10:58:57
BGA,BK5337,190,10,2024-07-30 10:58:57
BGA,BK5338,25,10,2024-07-30 10:58:57
BGA,BK5341,497,10,2024-07-30 10:58:57
BGA,BK5342,0,0,2024-07-30 10:58:57
BGA,BK5343,39,10,2024-07-30 10:58:57
BGA,BK5344,3,3,2024-07-30 10:58:57
BGA,BK5345,246,10,2024-07-30 10:58:57
BGA,BK5346,624,10,2024-07-30 10:58:57
BGA,BK5348,27,10,2024-07-30 10:58:57
BGA,BK5349,243,10,2024-07-30 10:58:57
BGA,BK5350,71,10,2024-07-30 10:58:57
BGA,BK5351,7,7,2024-07-30 10:58:57
BGA,BK5357,36,10,2024-07-30 10:58:57
BGA,BK5360,55,10,2024-07-30 10:58:57
BGA,BK5361,89,10,2024-07-30 10:58:57
BGA,BK5362,164,10,2024-07-30 10:58:57
BGA,BK5363,55,10,2024-07-30 10:58:57
BGA,BK5364,40,10,2024-07-30 10:58:57
BGA,BK5365,1,1,2024-07-30 10:58:57
BGA,BK5366,188,10,2024-07-30 10:58:57
BGA,BK5369,14,10,2024-07-30 10:58:57
BGA,BK5370,39,10,2024-07-30 10:58:57
BGA,BK5371,72,10,2024-07-30 10:58:57
BGA,BK5373,134,10,2024-07-30 10:58:57
BGA,BK5374,153,10,2024-07-30 10:58:57
BGA,BK5376,86,10,2024-07-30 10:58:57
BGA,BK5377,17,10,2024-07-30 10:58:57
BGA,BK5378,44,10,2024-07-30 10:58:57
BGA,BK5380,27,10,2024-07-30 10:58:57
BGA,BK5382,0,0,2024-07-30 10:58:57
BGA,BK5383,32,10,2024-07-30 10:58:57
BGA,BK5384,82,10,2024-07-30 10:58:57
BGA,BK5385,175,10,2024-07-30 10:58:57
BGA,BK5388,288,10,2024-07-30 10:58:57
BGA,BK5390,154,10,2024-07-30 10:58:57
BGA,BK5392,50,10,2024-07-30 10:58:57
BGA,BK5397,7,7,2024-07-30 10:58:57
BGA,BK5398,63,10,2024-07-30 10:58:57
BGA,BK5400,83,10,2024-07-30 10:58:57
BGA,BK5402,206,10,2024-07-30 10:58:57
BGA,BK5600,30,10,2024-07-30 10:58:57
BGA,BK5602,0,0,2024-07-30 10:58:57
BGA,BK5915,20,10,2024-07-30 10:58:57
BGA,BK5916,90,10,2024-07-30 10:58:57
BGA,BK5930,39,10,2024-07-30 10:58:57
BGA,BK6301,49,10,2024-07-30 10:58:57
BGA,BK6302,12,10,2024-07-30 10:58:57
BGA,BK6303,49,10,2024-07-30 10:58:57
BGA,BK6304,84,10,2024-07-30 10:58:57
BGA,BK6310,57,10,2024-07-30 10:58:57
BGA,BK6313,108,10,2024-07-30 10:58:57
BGA,BK6314,8,8,2024-07-30 10:58:57
BGA,BK6315,78,10,2024-07-30 10:58:57
BGA,BK6316,1,1,2024-07-30 10:58:57
BGA,BK6317,125,10,2024-07-30 10:58:57
BGA,BK6318,932,10,2024-07-30 10:58:57
BGA,BU0383,16,10,2024-07-30 10:58:57
BGA,BU0394,0,0,2024-07-30 10:58:57
BGA,BU0401,18,10,2024-07-30 10:58:57
BGA,BU0405,0,0,2024-07-30 10:58:57
BGA,BU0409,20,10,2024-07-30 10:58:57
BGA,BU0410,18,10,2024-07-30 10:58:57
BGA,BU0412,0,0,2024-07-30 10:58:57
BGA,BU0413,44,10,2024-07-30 10:58:57
BGA,BU0414,0,0,2024-07-30 10:58:57
BGA,BU0415,0,0,2024-07-30 10:58:57
BGA,BU0416,0,0,2024-07-30 10:58:57
BGA,BU0417,0,0,2024-07-30 10:58:57
BGA,BU0418,18,10,2024-07-30 10:58:57
BGA,BU0422,3,3,2024-07-30 10:58:57
BGA,BU0434,0,0,2024-07-30 10:58:57
BGA,BU0435,0,0,2024-07-30 10:58:57
BGA,BU0449,21,10,2024-07-30 10:58:57
BGA,BU0451,6,6,2024-07-30 10:58:57
BGA,BU0459,33,10,2024-07-30 10:58:57
BGA,BU0462,493,10,2024-07-30 10:58:57
BGA,BU0627,0,0,2024-07-30 10:58:57
BGA,BU0628,0,0,2024-07-30 10:58:57
BGA,BU0705,42,10,2024-07-30 10:58:57
BGA,BU0709,26,10,2024-07-30 10:58:57
BGA,BU0715,0,0,2024-07-30 10:58:57
BGA,BU0721,36,10,2024-07-30 10:58:57
BGA,BU0722,17,10,2024-07-30 10:58:57
BGA,BU0724,24,10,2024-07-30 10:58:57
BGA,BU0730,0,0,2024-07-30 10:58:57
BGA,BU0731,17,10,2024-07-30 10:58:57
BGA,BU0732,18,10,2024-07-30 10:58:57
BGA,BU0733,340,10,2024-07-30 10:58:57
BGA,BU0803,27,10,2024-07-30 10:58:57
BGA,BU0809,0,0,2024-07-30 10:58:57
BGA,BU0811,14,10,2024-07-30 10:58:57
BGA,BU0814,10,10,2024-07-30 10:58:57
BGA,BU0815,0,0,2024-07-30 10:58:57
BGA,BU0818,0,0,2024-07-30 10:58:57
BGA,BU0826,20,10,2024-07-30 10:58:57
BGA,BU0829,0,0,2024-07-30 10:58:57
BGA,BU0831K,71,10,2024-07-30 10:58:57
BGA,BU0834,0,0,2024-07-30 10:58:57
BGA,BU0835,41,10,2024-07-30 10:58:57
BGA,BU0836,12,10,2024-07-30 10:58:57
BGA,BU0838,0,0,2024-07-30 10:58:57
BGA,BU0844,0,0,2024-07-30 10:58:57
BGA,BU0845,0,0,2024-07-30 10:58:57
BGA,BU0863,0,0,2024-07-30 10:58:57
BGA,BU0872,0,0,2024-07-30 10:58:57
BGA,BU0876,20,10,2024-07-30 10:58:57
BGA,BU0877,0,0,2024-07-30 10:58:57
BGA,BU0878,45,10,2024-07-30 10:58:57
BGA,BU0882,30,10,2024-07-30 10:58:57
BGA,BU0883,0,0,2024-07-30 10:58:57
BGA,BU0888,68,10,2024-07-30 10:58:57
BGA,BU0892,32,10,2024-07-30 10:58:57
BGA,BU0897,0,0,2024-07-30 10:58:57
BGA,BU0900,120,10,2024-07-30 10:58:57
BGA,BU09000,1,1,2024-07-30 10:58:57
